eyeAct,uAct,uPow,lAct,lPow,time
neutral,surprise,1.0,neutral,0.0,1732051129.8785
neutral,surprise,1.0,neutral,0.0,1732051129.9098
neutral,surprise,1.0,neutral,0.0,1732051129.9718
neutral,surprise,1.0,neutral,0.0,1732051130.0347
neutral,surprise,1.0,neutral,0.0,1732051130.0659
neutral,surprise,1.0,neutral,0.0,1732051130.1283
neutral,surprise,1.0,neutral,0.0,1732051130.1594
neutral,surprise,1.0,neutral,0.0,1732051130.222
neutral,surprise,1.0,neutral,0.0,1732051130.2843
neutral,surprise,0.700472,neutral,0.0,1732051130.3465
neutral,surprise,0.700472,neutral,0.0,1732051130.3776
neutral,surprise,0.700472,neutral,0.0,1732051130.4404
neutral,surprise,0.855712,neutral,0.0,1732051130.5026
neutral,surprise,0.855712,neutral,0.0,1732051130.5651
neutral,surprise,0.603881,neutral,0.0,1732051130.5964
neutral,surprise,0.603881,neutral,0.0,1732051130.6587
neutral,surprise,0.603881,neutral,0.0,1732051130.6897
neutral,surprise,0.654544,neutral,0.0,1732051130.752
neutral,surprise,0.654544,neutral,0.0,1732051130.8148
neutral,surprise,0.512107,neutral,0.0,1732051130.8459
neutral,surprise,0.512107,neutral,0.0,1732051130.9081
neutral,surprise,0.512107,neutral,0.0,1732051130.9393
neutral,surprise,0.614237,neutral,0.0,1732051131.0021
neutral,surprise,0.614237,neutral,0.0,1732051131.0642
neutral,surprise,0.9058,neutral,0.0,1732051131.1267
neutral,surprise,0.9058,neutral,0.0,1732051131.1581
neutral,surprise,1.0,neutral,0.0,1732051131.2211
neutral,surprise,1.0,neutral,0.0,1732051131.2832
neutral,surprise,1.0,neutral,0.0,1732051131.3146
neutral,surprise,0.774824,neutral,0.0,1732051131.3774
neutral,surprise,0.774824,neutral,0.0,1732051131.4085
neutral,surprise,0.638559,neutral,0.0,1732051131.4709
neutral,surprise,0.638559,neutral,0.0,1732051131.5334
neutral,surprise,0.488271,neutral,0.0,1732051131.5959
neutral,surprise,0.488271,neutral,0.0,1732051131.627
neutral,surprise,0.488271,neutral,0.0,1732051131.6894
neutral,surprise,0.41564,neutral,0.0,1732051131.7205
neutral,surprise,0.41564,neutral,0.0,1732051131.7832
neutral,surprise,0.546662,neutral,0.0,1732051131.8454
neutral,surprise,0.546662,neutral,0.0,1732051131.8767
neutral,surprise,0.546662,neutral,0.0,1732051131.9391
neutral,surprise,0.912908,neutral,0.0,1732051132.0016
neutral,surprise,0.912908,neutral,0.0,1732051132.0326
neutral,surprise,1.0,neutral,0.0,1732051132.0954
neutral,surprise,1.0,neutral,0.0,1732051132.1578
neutral,surprise,1.0,neutral,0.0,1732051132.1891
neutral,surprise,0.981365,neutral,0.0,1732051132.2511
neutral,surprise,0.981365,neutral,0.0,1732051132.3138
neutral,surprise,0.894345,neutral,0.0,1732051132.3763
neutral,surprise,0.894345,neutral,0.0,1732051132.4076
neutral,surprise,0.61851,neutral,0.0,1732051132.4702
neutral,surprise,0.61851,neutral,0.0,1732051132.5015
neutral,surprise,0.61851,neutral,0.0,1732051132.564
neutral,surprise,0.580707,neutral,0.0,1732051132.6266
neutral,surprise,0.580707,neutral,0.0,1732051132.6579
neutral,surprise,0.554637,neutral,0.0,1732051132.7207
neutral,surprise,0.554637,neutral,0.0,1732051132.7519
neutral,surprise,0.554637,neutral,0.0,1732051132.8145
neutral,surprise,0.43899,neutral,0.0,1732051132.8772
neutral,surprise,0.43899,neutral,0.0,1732051132.9393
neutral,surprise,0.385339,neutral,0.0,1732051132.9705
neutral,surprise,0.385339,neutral,0.0,1732051133.0332
neutral,surprise,0.23677,neutral,0.0,1732051133.0958
neutral,surprise,0.23677,neutral,0.0,1732051133.1269
neutral,surprise,0.23677,neutral,0.0,1732051133.1894
neutral,surprise,0.236425,neutral,0.0,1732051133.2206
neutral,surprise,0.236425,neutral,0.0,1732051133.2829
neutral,surprise,0.269284,neutral,0.0,1732051133.345
neutral,surprise,0.269284,neutral,0.0,1732051133.4079
neutral,surprise,0.269284,neutral,0.0,1732051133.4391
neutral,surprise,0.370949,neutral,0.0,1732051133.5014
neutral,surprise,0.370949,neutral,0.0,1732051133.5634
neutral,surprise,0.541377,neutral,0.0,1732051133.5948
neutral,surprise,0.541377,neutral,0.0,1732051133.6576
neutral,surprise,0.541377,neutral,0.0,1732051133.6887
neutral,surprise,0.473318,neutral,0.0,1732051133.7509
neutral,surprise,0.473318,neutral,0.0,1732051133.8134
neutral,surprise,0.674758,neutral,0.0,1732051133.8448
neutral,surprise,0.674758,neutral,0.0,1732051133.9071
neutral,surprise,0.651016,neutral,0.0,1732051133.9694
neutral,surprise,0.651016,neutral,0.0,1732051134.0005
neutral,surprise,0.651016,neutral,0.0,1732051134.0631
neutral,surprise,0.708666,neutral,0.0,1732051134.1252
neutral,surprise,0.708666,neutral,0.0,1732051134.1564
neutral,surprise,0.85843,neutral,0.0,1732051134.2191
neutral,surprise,0.85843,neutral,0.0,1732051134.2818
neutral,surprise,0.85843,neutral,0.0,1732051134.313
neutral,surprise,0.413739,neutral,0.0,1732051134.3755
neutral,surprise,0.413739,neutral,0.0,1732051134.4068
neutral,surprise,0.383055,neutral,0.0,1732051134.4693
neutral,surprise,0.383055,neutral,0.0,1732051134.5319
neutral,surprise,0.322291,neutral,0.0,1732051134.5946
neutral,surprise,0.322291,neutral,0.0,1732051134.6258
neutral,surprise,0.322291,neutral,0.0,1732051134.6882
neutral,surprise,0.366314,neutral,0.0,1732051134.751
neutral,surprise,0.366314,neutral,0.0,1732051134.7823
neutral,surprise,0.34438,neutral,0.0,1732051134.8448
neutral,surprise,0.34438,neutral,0.0,1732051134.8758
neutral,surprise,0.34438,neutral,0.0,1732051134.9385
neutral,surprise,0.252821,neutral,0.0,1732051135.0011
neutral,surprise,0.252821,neutral,0.0,1732051135.0634
neutral,surprise,0.116382,neutral,0.0,1732051135.0944
neutral,surprise,0.116382,neutral,0.0,1732051135.1572
neutral,surprise,0.116382,neutral,0.0,1732051135.1882
neutral,surprise,0.445818,neutral,0.0,1732051135.2507
neutral,surprise,0.445818,neutral,0.0,1732051135.3128
neutral,surprise,1.0,neutral,0.0,1732051135.3442
neutral,surprise,1.0,neutral,0.0,1732051135.4065
neutral,surprise,1.0,neutral,0.0,1732051135.4689
neutral,surprise,1.0,neutral,0.0,1732051135.5002
neutral,surprise,1.0,neutral,0.0,1732051135.5627
neutral,surprise,1.0,neutral,0.0,1732051135.6248
neutral,surprise,1.0,neutral,0.0,1732051135.656
neutral,surprise,1.0,neutral,0.0,1732051135.7187
neutral,surprise,1.0,neutral,0.0,1732051135.7501
neutral,surprise,1.0,neutral,0.0,1732051135.8124
neutral,neutral,0.0,neutral,0.0,1732051135.875
neutral,neutral,0.0,neutral,0.0,1732051135.9064
neutral,neutral,0.0,neutral,0.0,1732051135.9689
neutral,neutral,0.0,neutral,0.0,1732051136.0313
neutral,neutral,0.0,neutral,0.0,1732051136.0942
neutral,neutral,0.0,neutral,0.0,1732051136.1256
neutral,neutral,0.0,neutral,0.0,1732051136.1877
neutral,neutral,0.0,neutral,0.0,1732051136.219
neutral,neutral,0.0,neutral,0.0,1732051136.2817
neutral,neutral,0.0,neutral,0.0,1732051136.3441
neutral,neutral,0.0,neutral,0.0,1732051136.3752
neutral,neutral,0.0,neutral,0.0,1732051136.4376
neutral,neutral,0.0,neutral,0.0,1732051136.5003
neutral,neutral,0.0,neutral,0.0,1732051136.5626
neutral,surprise,0.651175,neutral,0.0,1732051136.5936
neutral,surprise,0.651175,neutral,0.0,1732051136.6562
neutral,surprise,0.651175,neutral,0.0,1732051136.6874
neutral,surprise,0.177034,neutral,0.0,1732051136.7495
neutral,surprise,0.177034,neutral,0.0,1732051136.8117
neutral,surprise,0.150675,neutral,0.0,1732051136.843
neutral,surprise,0.150675,neutral,0.0,1732051136.9056
neutral,surprise,0.150675,neutral,0.0,1732051136.9367
neutral,neutral,0.0,smile,0.0,1732051137.0304
neutral,neutral,0.0,smile,0.0,1732051137.0617
neutral,neutral,0.0,smile,0.0,1732051137.1242
neutral,neutral,0.0,smile,0.0,1732051137.1552
neutral,neutral,0.0,smile,0.0,1732051137.2177
neutral,neutral,0.0,smile,0.0,1732051137.2805
neutral,neutral,0.0,smile,0.0,1732051137.3428
neutral,neutral,0.0,smile,0.0,1732051137.3738
neutral,neutral,0.0,smile,0.0,1732051137.4366
neutral,neutral,0.0,smile,0.0,1732051137.4677
neutral,neutral,0.0,smile,0.0,1732051137.53
neutral,neutral,0.0,smile,0.0,1732051137.5921
neutral,neutral,0.0,smile,0.0,1732051137.6549
neutral,neutral,0.0,smile,0.0,1732051137.6862
neutral,neutral,0.0,smile,0.0,1732051137.7172
neutral,neutral,0.0,smile,0.0,1732051137.7798
neutral,neutral,0.0,smile,0.0,1732051137.8424
neutral,neutral,0.0,smile,0.0,1732051137.9047
neutral,neutral,0.0,smile,0.0,1732051137.9357
neutral,neutral,0.0,smile,0.0,1732051137.9984
neutral,neutral,0.0,smile,0.0,1732051138.0298
neutral,neutral,0.0,smile,0.0,1732051138.1234
neutral,neutral,0.0,smile,0.0,1732051138.1546
neutral,neutral,0.0,smile,0.0,1732051138.2172
neutral,neutral,0.0,smile,0.0,1732051138.2482
neutral,neutral,0.0,smile,0.0,1732051138.3107
neutral,neutral,0.0,smile,0.0,1732051138.373
neutral,neutral,0.0,smile,0.0,1732051138.4356
neutral,neutral,0.0,smile,0.0,1732051138.4668
neutral,neutral,0.0,smile,0.0,1732051138.5292
neutral,neutral,0.0,smile,0.0,1732051138.5604
neutral,neutral,0.0,smile,0.006143,1732051138.6232
neutral,neutral,0.0,smile,0.006143,1732051138.6853
neutral,neutral,0.0,smile,0.009539,1732051138.7167
neutral,neutral,0.0,smile,0.009539,1732051138.7794
neutral,neutral,0.0,smile,0.076445,1732051138.8419
neutral,neutral,0.0,smile,0.076445,1732051138.8729
neutral,neutral,0.0,smile,0.076445,1732051138.9355
neutral,neutral,0.0,smile,0.111798,1732051138.9669
neutral,neutral,0.0,smile,0.111798,1732051139.0292
neutral,neutral,0.0,smile,0.134018,1732051139.0916
neutral,neutral,0.0,smile,0.134018,1732051139.1541
neutral,neutral,0.0,smile,0.134018,1732051139.1853
neutral,neutral,0.0,smile,0.148433,1732051139.2475
neutral,neutral,0.0,smile,0.148433,1732051139.3099
neutral,neutral,0.0,smile,0.090645,1732051139.3412
neutral,neutral,0.0,smile,0.090645,1732051139.4035
neutral,neutral,0.0,smile,0.102217,1732051139.4661
neutral,neutral,0.0,smile,0.102217,1732051139.4974
neutral,neutral,0.0,smile,0.102217,1732051139.5602
neutral,neutral,0.0,smile,0.06756,1732051139.5913
neutral,neutral,0.0,smile,0.06756,1732051139.6539
neutral,neutral,0.0,smile,0.067879,1732051139.7167
neutral,neutral,0.0,smile,0.067879,1732051139.7478
neutral,neutral,0.0,smile,0.067879,1732051139.8101
neutral,neutral,0.0,smile,0.067282,1732051139.8728
neutral,neutral,0.0,smile,0.067282,1732051139.9356
neutral,neutral,0.0,smile,0.102253,1732051139.9667
neutral,neutral,0.0,smile,0.102253,1732051140.029
neutral,neutral,0.0,smile,0.102253,1732051140.0604
neutral,neutral,0.0,smile,0.135793,1732051140.1229
neutral,neutral,0.0,smile,0.135793,1732051140.185
neutral,neutral,0.0,smile,0.081269,1732051140.216
neutral,neutral,0.0,smile,0.081269,1732051140.2787
neutral,neutral,0.0,smile,0.186154,1732051140.3411
neutral,neutral,0.0,smile,0.186154,1732051140.4032
neutral,neutral,0.0,smile,0.186154,1732051140.4345
neutral,neutral,0.0,smile,0.215336,1732051140.4974
neutral,neutral,0.0,smile,0.215336,1732051140.5285
neutral,neutral,0.0,smile,0.258966,1732051140.5908
neutral,neutral,0.0,smile,0.258966,1732051140.6531
neutral,neutral,0.0,smile,0.258966,1732051140.6845
neutral,neutral,0.0,smile,0.221645,1732051140.7468
neutral,neutral,0.0,smile,0.221645,1732051140.809
neutral,neutral,0.0,smile,0.180892,1732051140.8404
neutral,neutral,0.0,smile,0.180892,1732051140.9031
neutral,neutral,0.0,smile,0.302828,1732051140.9658
neutral,neutral,0.0,smile,0.302828,1732051140.997
neutral,neutral,0.0,smile,0.302828,1732051141.0599
neutral,neutral,0.0,smile,0.472824,1732051141.0909
neutral,neutral,0.0,smile,0.472824,1732051141.1535
neutral,neutral,0.0,smile,0.308184,1732051141.2162
neutral,neutral,0.0,smile,0.308184,1732051141.2786
neutral,neutral,0.0,smile,0.308184,1732051141.3097
neutral,neutral,0.0,smile,0.238831,1732051141.3723
neutral,neutral,0.0,smile,0.238831,1732051141.435
neutral,neutral,0.0,smile,0.181128,1732051141.4662
neutral,neutral,0.0,smile,0.181128,1732051141.5284
neutral,neutral,0.0,smile,0.181128,1732051141.5598
neutral,neutral,0.0,smile,0.222296,1732051141.6225
neutral,neutral,0.0,smile,0.222296,1732051141.685
neutral,neutral,0.0,smile,0.169567,1732051141.747
neutral,neutral,0.0,smile,0.169567,1732051141.7785
neutral,neutral,0.0,smile,0.303453,1732051141.8409
neutral,neutral,0.0,smile,0.303453,1732051141.9034
neutral,neutral,0.0,smile,0.303453,1732051141.9344
neutral,neutral,0.0,smile,0.122086,1732051141.997
lookL,neutral,0.0,smile,0.122086,1732051142.0281
lookL,neutral,0.0,smile,0.104959,1732051142.0904
lookL,neutral,0.0,smile,0.104959,1732051142.1529
lookL,neutral,0.0,smile,0.104959,1732051142.1843
lookL,neutral,0.0,smile,0.158327,1732051142.2467
lookL,neutral,0.0,smile,0.158327,1732051142.2777
lookL,neutral,0.0,smile,0.167307,1732051142.3402
lookL,neutral,0.0,smile,0.167307,1732051142.4028
neutral,neutral,0.0,smile,0.085566,1732051142.4651
neutral,neutral,0.0,smile,0.085566,1732051142.4961
neutral,neutral,0.0,smile,0.085566,1732051142.5586
neutral,neutral,0.0,smile,0.067349,1732051142.621
neutral,neutral,0.0,smile,0.067349,1732051142.6523
neutral,neutral,0.0,smile,0.111619,1732051142.7146
neutral,neutral,0.0,smile,0.111619,1732051142.7461
neutral,neutral,0.0,smile,0.111619,1732051142.8087
neutral,neutral,0.0,smile,0.130673,1732051142.8712
neutral,neutral,0.0,smile,0.130673,1732051142.9339
neutral,neutral,0.0,smile,0.155228,1732051142.9653
neutral,neutral,0.0,smile,0.155228,1732051143.0274
neutral,neutral,0.0,smile,0.13295,1732051143.0898
neutral,neutral,0.0,smile,0.13295,1732051143.1212
neutral,neutral,0.0,smile,0.13295,1732051143.1834
neutral,neutral,0.0,smile,0.098462,1732051143.2455
neutral,neutral,0.0,smile,0.098462,1732051143.2767
neutral,neutral,0.0,smile,0.059635,1732051143.3393
neutral,neutral,0.0,smile,0.059635,1732051143.3705
neutral,neutral,0.0,smile,0.0,1732051143.4638
neutral,neutral,0.0,smile,0.0,1732051143.4952
neutral,neutral,0.0,smile,0.0,1732051143.5578
neutral,neutral,0.0,smile,0.0,1732051143.5889
neutral,neutral,0.0,smile,0.0,1732051143.6511
neutral,neutral,0.0,smile,0.0,1732051143.7138
neutral,neutral,0.0,smile,0.0,1732051143.7452
neutral,neutral,0.0,smile,0.0,1732051143.8073
neutral,neutral,0.0,smile,0.123484,1732051143.8698
neutral,neutral,0.0,smile,0.123484,1732051143.9009
neutral,neutral,0.0,smile,0.000722,1732051143.9635
neutral,neutral,0.0,smile,0.000722,1732051144.0255
neutral,neutral,0.0,smile,0.000722,1732051144.057
neutral,neutral,0.0,smile,0.0,1732051144.1196
neutral,neutral,0.0,smile,0.0,1732051144.1821
neutral,surprise,1.0,neutral,0.0,1732051144.2131
neutral,surprise,1.0,neutral,0.0,1732051144.2757
neutral,surprise,1.0,neutral,0.0,1732051144.3071
neutral,surprise,1.0,neutral,0.0,1732051144.3694
neutral,surprise,1.0,neutral,0.0,1732051144.4319
neutral,surprise,1.0,neutral,0.0,1732051144.4633
neutral,surprise,1.0,neutral,0.0,1732051144.5259
neutral,surprise,1.0,neutral,0.0,1732051144.5881
neutral,surprise,1.0,neutral,0.0,1732051144.6192
neutral,surprise,1.0,neutral,0.0,1732051144.682
neutral,surprise,0.674768,neutral,0.0,1732051144.7446
neutral,surprise,0.674768,neutral,0.0,1732051144.7756
neutral,surprise,0.35859,neutral,0.0,1732051144.8383
neutral,surprise,0.35859,neutral,0.0,1732051144.9009
neutral,surprise,0.548503,neutral,0.0,1732051144.9634
neutral,surprise,0.548503,neutral,0.0,1732051144.9944
neutral,surprise,0.548503,neutral,0.0,1732051145.0572
neutral,surprise,0.980346,neutral,0.0,1732051145.0882
neutral,surprise,0.980346,neutral,0.0,1732051145.1507
neutral,surprise,1.0,neutral,0.0,1732051145.2128
neutral,surprise,1.0,neutral,0.0,1732051145.2442
neutral,surprise,1.0,neutral,0.0,1732051145.3067
neutral,surprise,1.0,neutral,0.0,1732051145.3378
neutral,surprise,1.0,neutral,0.0,1732051145.4004
neutral,surprise,1.0,neutral,0.0,1732051145.4628
neutral,surprise,1.0,neutral,0.0,1732051145.4941
neutral,surprise,1.0,neutral,0.0,1732051145.5563
neutral,surprise,1.0,neutral,0.0,1732051145.6188
neutral,surprise,1.0,neutral,0.0,1732051145.65
neutral,surprise,1.0,neutral,0.0,1732051145.7123
neutral,surprise,1.0,neutral,0.0,1732051145.7747
neutral,surprise,1.0,neutral,0.0,1732051145.8061
neutral,surprise,0.655269,neutral,0.0,1732051145.8686
neutral,surprise,0.655269,neutral,0.0,1732051145.931
neutral,surprise,0.503002,neutral,0.0,1732051145.9623
neutral,surprise,0.503002,neutral,0.0,1732051146.0249
neutral,surprise,0.482504,neutral,0.0,1732051146.087
neutral,surprise,0.482504,neutral,0.0,1732051146.1183
neutral,surprise,0.482504,neutral,0.0,1732051146.1812
neutral,surprise,0.541567,neutral,0.0,1732051146.2439
neutral,surprise,0.541567,neutral,0.0,1732051146.2751
neutral,surprise,0.540576,neutral,0.0,1732051146.3378
neutral,surprise,0.540576,neutral,0.0,1732051146.4006
neutral,surprise,0.540576,neutral,0.0,1732051146.4317
neutral,surprise,0.6124,neutral,0.0,1732051146.4944
neutral,surprise,0.6124,neutral,0.0,1732051146.5569
neutral,surprise,0.545489,neutral,0.0,1732051146.5879
neutral,surprise,0.545489,neutral,0.0,1732051146.6502
neutral,surprise,0.518023,neutral,0.0,1732051146.713
neutral,surprise,0.518023,neutral,0.0,1732051146.7445
neutral,surprise,0.518023,neutral,0.0,1732051146.8069
neutral,surprise,0.631124,neutral,0.0,1732051146.838
neutral,surprise,0.631124,neutral,0.0,1732051146.9005
neutral,surprise,0.598726,neutral,0.0,1732051146.9629
neutral,surprise,0.598726,neutral,0.0,1732051147.025
neutral,surprise,0.598726,neutral,0.0,1732051147.056
neutral,surprise,0.498152,neutral,0.0,1732051147.1187
neutral,surprise,0.498152,neutral,0.0,1732051147.1811
neutral,surprise,0.657757,neutral,0.0,1732051147.2434
neutral,surprise,0.657757,neutral,0.0,1732051147.2744
neutral,surprise,0.657757,neutral,0.0,1732051147.3058
neutral,surprise,0.626976,neutral,0.0,1732051147.3683
neutral,surprise,0.626976,neutral,0.0,1732051147.4306
neutral,surprise,0.691414,neutral,0.0,1732051147.4929
neutral,surprise,0.691414,neutral,0.0,1732051147.5243
neutral,surprise,0.666126,neutral,0.0,1732051147.5869
neutral,surprise,0.666126,neutral,0.0,1732051147.6494
neutral,surprise,0.666126,neutral,0.0,1732051147.6806
neutral,surprise,0.52653,neutral,0.0,1732051147.7432
neutral,surprise,0.52653,neutral,0.0,1732051147.8057
neutral,surprise,0.272377,neutral,0.0,1732051147.8369
neutral,surprise,0.272377,neutral,0.0,1732051147.8995
neutral,surprise,0.272377,neutral,0.0,1732051147.9308
neutral,surprise,0.160683,neutral,0.0,1732051147.9933
neutral,surprise,0.160683,neutral,0.0,1732051148.0559
neutral,surprise,0.222816,neutral,0.0,1732051148.0873
neutral,surprise,0.222816,neutral,0.0,1732051148.1496
neutral,surprise,0.283023,neutral,0.0,1732051148.212
neutral,surprise,0.283023,neutral,0.0,1732051148.2749
neutral,surprise,0.283023,neutral,0.0,1732051148.3062
neutral,surprise,0.174267,neutral,0.0,1732051148.3684
neutral,surprise,0.174267,neutral,0.0,1732051148.3997
neutral,surprise,0.252261,neutral,0.0,1732051148.4626
neutral,surprise,0.252261,neutral,0.0,1732051148.5248
neutral,surprise,0.252261,neutral,0.0,1732051148.5561
neutral,surprise,0.315642,neutral,0.0,1732051148.6183
neutral,surprise,0.315642,neutral,0.0,1732051148.6808
neutral,surprise,0.223804,neutral,0.0,1732051148.7118
neutral,surprise,0.223804,neutral,0.0,1732051148.7743
neutral,surprise,0.223804,neutral,0.0,1732051148.8053
neutral,surprise,0.286737,neutral,0.0,1732051148.8679
neutral,surprise,0.286737,neutral,0.0,1732051148.93
neutral,surprise,0.309735,neutral,0.0,1732051148.9926
neutral,surprise,0.309735,neutral,0.0,1732051149.0241
neutral,surprise,0.339914,neutral,0.0,1732051149.0865
neutral,surprise,0.339914,neutral,0.0,1732051149.1176
neutral,surprise,0.425872,neutral,0.0,1732051149.2115
neutral,surprise,0.425872,neutral,0.0,1732051149.2426
neutral,surprise,0.425872,neutral,0.0,1732051149.2736
neutral,surprise,0.392764,neutral,0.0,1732051149.3359
neutral,surprise,0.392764,neutral,0.0,1732051149.3988
neutral,surprise,0.367071,neutral,0.0,1732051149.4613
neutral,surprise,0.367071,neutral,0.0,1732051149.4925
neutral,surprise,0.367071,neutral,0.0,1732051149.5549
neutral,surprise,0.407516,neutral,0.0,1732051149.5864
neutral,surprise,0.407516,neutral,0.0,1732051149.6486
neutral,surprise,0.506523,neutral,0.0,1732051149.7109
neutral,surprise,0.506523,neutral,0.0,1732051149.7736
neutral,surprise,0.506523,neutral,0.0,1732051149.805
neutral,surprise,0.496545,neutral,0.0,1732051149.8671
neutral,surprise,0.496545,neutral,0.0,1732051149.8981
neutral,surprise,0.488067,neutral,0.0,1732051149.9607
neutral,surprise,0.488067,neutral,0.0,1732051150.0231
neutral,surprise,0.488067,neutral,0.0,1732051150.0542
neutral,surprise,0.594805,neutral,0.0,1732051150.1162
neutral,surprise,0.594805,neutral,0.0,1732051150.1791
neutral,surprise,0.474634,neutral,0.0,1732051150.2416
neutral,surprise,0.474634,neutral,0.0,1732051150.2728
neutral,surprise,1.0,neutral,0.0,1732051150.335
neutral,surprise,1.0,neutral,0.0,1732051150.3664
neutral,surprise,1.0,neutral,0.0,1732051150.4287
neutral,surprise,1.0,neutral,0.0,1732051150.4909
neutral,surprise,1.0,neutral,0.0,1732051150.5536
neutral,surprise,0.481841,neutral,0.0,1732051150.5851
neutral,surprise,0.481841,neutral,0.0,1732051150.6473
neutral,surprise,0.481841,neutral,0.0,1732051150.6784
neutral,surprise,0.325275,neutral,0.0,1732051150.7412
neutral,surprise,0.325275,neutral,0.0,1732051150.8035
neutral,surprise,0.147616,neutral,0.0,1732051150.8346
neutral,surprise,0.147616,neutral,0.0,1732051150.8968
neutral,surprise,0.554783,neutral,0.0,1732051150.9597
neutral,surprise,0.554783,neutral,0.0,1732051150.9907
neutral,surprise,0.554783,neutral,0.0,1732051151.0532
neutral,surprise,0.543031,neutral,0.0,1732051151.0843
neutral,surprise,0.543031,neutral,0.0,1732051151.1472
neutral,surprise,0.520579,neutral,0.0,1732051151.2093
neutral,surprise,0.520579,neutral,0.0,1732051151.2717
neutral,surprise,0.520579,neutral,0.0,1732051151.3032
neutral,neutral,0.0,smile,0.0,1732051151.366
neutral,neutral,0.0,smile,0.0,1732051151.4281
neutral,neutral,0.0,smile,0.0,1732051151.4594
neutral,neutral,0.0,smile,0.0,1732051151.5221
neutral,neutral,0.0,smile,0.0,1732051151.5846
neutral,neutral,0.0,smile,0.0,1732051151.6156
neutral,neutral,0.0,smile,0.0,1732051151.6781
neutral,neutral,0.0,smile,0.0,1732051151.7407
neutral,neutral,0.0,smile,0.0,1732051151.8032
neutral,neutral,0.0,smile,0.0,1732051151.8342
neutral,neutral,0.0,smile,0.0,1732051151.8654
neutral,neutral,0.0,smile,0.0,1732051151.9278
neutral,neutral,0.0,smile,0.0,1732051151.9901
neutral,neutral,0.0,smile,0.0,1732051152.0524
neutral,neutral,0.0,smile,0.0,1732051152.0836
neutral,neutral,0.0,smile,0.0,1732051152.1463
neutral,neutral,0.0,smile,0.0,1732051152.1773
neutral,neutral,0.0,smile,0.006956,1732051152.2401
neutral,neutral,0.0,smile,0.006956,1732051152.3027
neutral,neutral,0.0,smile,0.016953,1732051152.365
neutral,neutral,0.0,smile,0.016953,1732051152.396
neutral,neutral,0.0,smile,0.139839,1732051152.4589
neutral,neutral,0.0,smile,0.139839,1732051152.5212
neutral,neutral,0.0,smile,0.139839,1732051152.5524
neutral,neutral,0.0,smile,0.208498,1732051152.6148
neutral,neutral,0.0,smile,0.208498,1732051152.6462
neutral,neutral,0.0,smile,0.183335,1732051152.7089
neutral,neutral,0.0,smile,0.183335,1732051152.7715
neutral,neutral,0.0,smile,0.279087,1732051152.8342
neutral,neutral,0.0,smile,0.279087,1732051152.8654
neutral,neutral,0.0,smile,0.279087,1732051152.9278
neutral,neutral,0.0,smile,0.292517,1732051152.9903
neutral,neutral,0.0,smile,0.292517,1732051153.0217
neutral,neutral,0.0,smile,0.085541,1732051153.0839
neutral,neutral,0.0,smile,0.085541,1732051153.1466
neutral,neutral,0.0,smile,0.085541,1732051153.1778
neutral,neutral,0.0,smile,0.122226,1732051153.2405
neutral,neutral,0.0,smile,0.122226,1732051153.2715
neutral,neutral,0.0,smile,0.078292,1732051153.3341
neutral,neutral,0.0,smile,0.078292,1732051153.3968
neutral,neutral,0.0,smile,0.078292,1732051153.4282
neutral,neutral,0.0,smile,0.145589,1732051153.4903
neutral,neutral,0.0,smile,0.145589,1732051153.5529
neutral,neutral,0.0,smile,0.210008,1732051153.6156
neutral,neutral,0.0,smile,0.210008,1732051153.6469
neutral,neutral,0.0,smile,0.208735,1732051153.7091
neutral,neutral,0.0,smile,0.208735,1732051153.7404
neutral,neutral,0.0,smile,0.208735,1732051153.8031
neutral,neutral,0.0,smile,0.261329,1732051153.8654
neutral,neutral,0.0,smile,0.261329,1732051153.8964
neutral,neutral,0.0,smile,0.315454,1732051153.9589
neutral,neutral,0.0,smile,0.315454,1732051154.0213
neutral,neutral,0.0,smile,0.251641,1732051154.0836
neutral,neutral,0.0,smile,0.251641,1732051154.1146
neutral,neutral,0.0,smile,0.251641,1732051154.1773
neutral,neutral,0.0,smile,0.240585,1732051154.2083
neutral,neutral,0.0,smile,0.240585,1732051154.2704
neutral,neutral,0.0,smile,0.291976,1732051154.3329
neutral,neutral,0.0,smile,0.291976,1732051154.3643
neutral,neutral,0.0,smile,0.291976,1732051154.427
neutral,neutral,0.0,smile,0.241304,1732051154.4893
neutral,neutral,0.0,smile,0.241304,1732051154.5208
neutral,neutral,0.0,smile,0.344801,1732051154.5834
neutral,neutral,0.0,smile,0.344801,1732051154.6459
neutral,neutral,0.0,smile,0.344801,1732051154.6773
neutral,neutral,0.0,smile,0.317112,1732051154.7401
neutral,neutral,0.0,smile,0.317112,1732051154.8022
neutral,neutral,0.0,smile,0.435933,1732051154.8336
neutral,neutral,0.0,smile,0.435933,1732051154.8961
neutral,neutral,0.0,smile,0.570259,1732051154.9587
neutral,neutral,0.0,smile,0.570259,1732051154.9897
neutral,neutral,0.0,smile,0.570259,1732051155.0522
neutral,neutral,0.0,smile,0.104092,1732051155.1149
neutral,neutral,0.0,smile,0.104092,1732051155.1461
neutral,neutral,0.0,smile,0.0,1732051155.2086
neutral,neutral,0.0,smile,0.0,1732051155.2711
neutral,neutral,0.0,smile,0.0,1732051155.3026
neutral,neutral,0.0,smile,0.0,1732051155.3646
neutral,neutral,0.0,smile,0.0,1732051155.4271
neutral,neutral,0.0,smile,0.0,1732051155.4581
